file_name,folder,upload_date,image_format,resource_type,width,height,aspect_ratio,megabytes,secure_url,image,"Material
a = asphalt shingle   t = clay tile
mb = mod bit           m = metal
p = pvc/tpo               e = epdm
ra = rolled asphalt    c = roof coating 
b = ballasted            bur = built-up",Overhang,"Damage
s = severe
m = minor
n = none",Ponding,"Rust
s = severe
m = minor
n = none",Shape,"Construction
c = construction","Wear & tear
n = none
l = likely
y = yes","Patching
e = extensive
m = moderate
n = none",VA_ID,status,assignment,comments,upload_status,https://drive.google.com/drive/u/0/folders/1S5GIW6aQzm-ufVvLxUApawxmvyS7Oz8R
Screen_Shot_2018-10-03_at_12.40.22_PM,,,png,image,1090,632,1.72468,1.184967,https://res.cloudinary.com/mtylerpreston/image/upload/v1538596101/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_12.40.22_PM.png,,a,,,,,,,,,VA13,x,Pratyush,,uploaded,
Screen_Shot_2018-10-03_at_12.40.27_PM,,,png,image,1170,584,2.00342,1.187375,https://res.cloudinary.com/mtylerpreston/image/upload/v1538596101/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_12.40.27_PM.png,,a,,,,,,,,,VA14,x,Pratyush,,uploaded,
Screen_Shot_2018-10-03_at_12.39.55_PM,,,png,image,872,696,1.25287,0.982326,https://res.cloudinary.com/mtylerpreston/image/upload/v1538596101/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_12.39.55_PM.png,,a,,,,,,,,,VA15,x,Pratyush,,uploaded,
Screen_Shot_2018-10-03_at_12.39.51_PM,,,png,image,750,648,1.15741,0.79979,https://res.cloudinary.com/mtylerpreston/image/upload/v1538596101/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_12.39.51_PM.png,,a,,,,,,,,,VA16,x,Pratyush,,uploaded,
Screen_Shot_2018-10-03_at_12.40.01_PM,,,png,image,770,658,1.17021,0.830129,https://res.cloudinary.com/mtylerpreston/image/upload/v1538596101/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_12.40.01_PM.png,,a,,,,,,,,,VA17,x,Pratyush,,uploaded,
Screen_Shot_2018-10-03_at_12.40.36_PM,,,png,image,560,634,0.88328,0.615683,https://res.cloudinary.com/mtylerpreston/image/upload/v1538596102/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_12.40.36_PM.png,,a,,,,,,,,,VA18,x,Pratyush,,uploaded,
Screen_Shot_2018-10-03_at_12.40.15_PM,,,png,image,994,730,1.36164,1.202625,https://res.cloudinary.com/mtylerpreston/image/upload/v1538596102/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_12.40.15_PM.png,,a,,,,,,,,,VA19,x,Pratyush,,uploaded,
Screen_Shot_2018-10-03_at_12.40.31_PM,,,png,image,594,380,1.56316,0.415947,https://res.cloudinary.com/mtylerpreston/image/upload/v1538596102/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_12.40.31_PM.png,,a,,,,,,,,,VA20,x,Pratyush,,uploaded,
Screen_Shot_2018-10-03_at_12.40.34_PM,,,png,image,374,646,0.57895,0.429296,https://res.cloudinary.com/mtylerpreston/image/upload/v1538596102/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_12.40.34_PM.png,,a,,,,,,,,,VA21,x,Pratyush,,uploaded,
Screen_Shot_2018-10-03_at_12.40.42_PM,,,png,image,786,958,0.82046,1.271514,https://res.cloudinary.com/mtylerpreston/image/upload/v1538596103/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_12.40.42_PM.png,,a,,,,,,,,,VA22,x,Pratyush,,uploaded,
Screen_Shot_2018-10-03_at_2.14.05_PM,,,png,image,872,642,1.35826,0.93015,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601586/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.14.05_PM.png,,m,,,,,,,,,VA23,x,Pratyush,,uploaded,
Screen_Shot_2018-10-03_at_2.12.56_PM,,,png,image,1296,1284,1.00935,2.50891,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601587/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.12.56_PM.png,,a,,,,,,,,,VA24,x,Pratyush,,uploaded,
Screen_Shot_2018-10-03_at_2.13.13_PM,,,png,image,1352,1208,1.11921,2.664191,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601590/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.13.13_PM.png,,a,,,,,,,,,VA25,x,Pratyush,,uploaded,
Screen_Shot_2018-10-03_at_2.12.31_PM,,,png,image,1066,1124,0.9484,1.97215,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601591/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.12.31_PM.png,,a,,,,,,,,,VA26,x,Pratyush,,uploaded,
Screen_Shot_2018-10-03_at_2.13.54_PM,,,png,image,984,932,1.05579,1.58266,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601591/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.13.54_PM.png,,u,,s,,,,,,,VA27,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.13.57_PM,,,png,image,950,950,1,1.605249,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601592/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.13.57_PM.png,,a,,,,,,,,,VA28,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.13.27_PM,,,png,image,1296,1386,0.93506,2.825547,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601592/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.13.27_PM.png,,a,,,,,,,,,VA29,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.12.47_PM,,,png,image,1536,1380,1.11304,3.389485,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601593/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.12.47_PM.png,,m,,,,,,,,,VA30,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.14.29_PM,,,png,image,1042,980,1.06327,1.721368,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601593/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.14.29_PM.png,,a,,,,,,,,,VA31,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.14.43_PM,,,png,image,1054,1016,1.0374,1.714741,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601595/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.14.43_PM.png,,a,,,,,,,,,VA32,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.14.49_PM,,,png,image,946,910,1.03956,1.431678,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601595/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.14.49_PM.png,,a,,,,,,,,,VA33,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.14.46_PM,,,png,image,1090,1032,1.0562,1.929286,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601595/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.14.46_PM.png,,a,,,,,,,,,VA34,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.14.40_PM,,,png,image,1146,1134,1.01058,2.050221,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601595/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.14.40_PM.png,,a,,,,,,,,,VA35,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.14.52_PM,,,png,image,1072,1040,1.03077,1.836839,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601597/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.14.52_PM.png,,a,,,,,,,,,VA36,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.15.11_PM,,,png,image,1020,1024,0.99609,1.749896,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601597/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.15.11_PM.png,,a,,,,,,,,,VA37,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.14.33_PM,,,png,image,866,890,0.97303,1.27809,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601597/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.14.33_PM.png,,a,,,,,,,,,VA38,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.15.00_PM,,,png,image,1496,1372,1.09038,3.37643,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601598/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.15.00_PM.png,,a,,,,,,,,,VA39,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.15.05_PM,,,png,image,1240,1270,0.97638,2.446522,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601599/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.15.05_PM.png,,a,,,,,,,,,VA40,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.16.36_PM,,,png,image,1082,994,1.08853,1.808753,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601600/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.16.36_PM.png,,a,,,,,,,,,VA41,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.16.32_PM,,,png,image,1072,1044,1.02682,1.930674,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601600/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.16.32_PM.png,,a,,m,,,,,,,VA42,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.16.26_PM,,,png,image,1084,1124,0.96441,2.205481,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601600/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.16.26_PM.png,,a,,,,,,,,,VA43,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.16.22_PM,,,png,image,1060,1016,1.04331,1.831226,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601601/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.16.22_PM.png,,a,,,,,,,,,VA44,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.16.55_PM,,,png,image,856,826,1.03632,1.108421,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601601/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.16.55_PM.png,,a,,,,,,,,,VA45,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.16.45_PM,,,png,image,1172,1090,1.07523,2.01818,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601602/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.16.45_PM.png,,a,,,,,,,,,VA46,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.17.07_PM,,,png,image,944,886,1.06546,1.428413,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601602/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.17.07_PM.png,,a,,,,,,,,,VA47,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.17.00_PM,,,png,image,772,860,0.89767,1.191463,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601602/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.17.00_PM.png,,a-ra,,,,,,,,,VA48,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.17.13_PM,,,png,image,964,966,0.99793,1.658796,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601603/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.17.13_PM.png,,a,,,,,,,,,VA49,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.17.16_PM,,,png,image,930,910,1.02198,1.495306,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601604/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.17.16_PM.png,,a,,,,,,,,,VA50,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.17.25_PM,,,png,image,928,812,1.14286,1.319033,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601604/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.17.25_PM.png,,a,,,,,,,,,VA51,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.17.22_PM,,,png,image,934,952,0.98109,1.499711,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601604/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.17.22_PM.png,,a,,,,,,,,,VA52,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.14.01_PM,,,png,image,1072,814,1.31695,1.435331,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601605/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.14.01_PM.png,,a,,,,,,,,,VA53,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.17.32_PM,,,png,image,990,960,1.03125,1.652225,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601606/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.17.32_PM.png,,a,,,,,,,,,VA54,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.17.29_PM,,,png,image,942,856,1.10047,1.445701,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601606/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.17.29_PM.png,,a,,,,,,,,,VA55,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.18.05_PM,,,png,image,1026,988,1.03846,1.699968,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601606/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.18.05_PM.png,,a,,,,,,,,,VA56,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.18.39_PM,,,png,image,1000,1072,0.93284,1.760091,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601608/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.18.39_PM.png,,a,,,,,,,,,VA57,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.18.34_PM,,,png,image,1146,1184,0.96791,2.345911,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601608/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.18.34_PM.png,,a,,,,,,,,,VA58,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.18.43_PM,,,png,image,1002,1082,0.92606,1.773731,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601609/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.18.43_PM.png,,a,,,,,,,,,VA59,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.18.46_PM,,,png,image,970,1074,0.90317,1.715251,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601609/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.18.46_PM.png,,a,,,,,,,,,VA60,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.18.36_PM,,,png,image,1124,1188,0.94613,2.182428,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601610/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.18.36_PM.png,,a,,,,,,,,,VA61,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.17.27_PM,,,png,image,918,904,1.01549,1.407281,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601610/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.17.27_PM.png,,a,,,,,,,,,VA62,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.18.49_PM,,,png,image,1012,1160,0.87241,1.930484,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601610/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.18.49_PM.png,,a,,,,,,,,,VA63,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.18.52_PM,,,png,image,1000,1030,0.97087,1.695762,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601610/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.18.52_PM.png,,a,,,,,,,,,VA64,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.19.02_PM,,,png,image,948,1060,0.89434,1.741709,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601611/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.19.02_PM.png,,a,,,,,,,,,VA65,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.18.59_PM,,,png,image,1032,1216,0.84868,2.10829,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601611/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.18.59_PM.png,,a,,,,,,,,,VA66,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.18.55_PM,,,png,image,990,1096,0.90328,1.868813,https://res.cloudinary.com/mtylerpreston/image/upload/v1538601612/Nearmap%20Images/Tagged/Screen_Shot_2018-10-03_at_2.18.55_PM.png,,a,,,,,,,,,VA67,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.36.52_PM,,,png,image,1208,1144,1.05594,2.234453,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605324/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.36.52_PM.png,,t,,,,,,,,,VA68,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.36.59_PM,,,png,image,1208,1262,0.95721,2.584018,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605325/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.36.59_PM.png,,t,,,,,,,,,VA69,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.37.25_PM,,,png,image,1196,1350,0.88593,2.639223,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605327/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.37.25_PM.png,,t,,,,,,,,,VA70,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.37.09_PM,,,png,image,1260,1204,1.04651,2.431829,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605328/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.37.09_PM.png,,t,,,,,,,,,VA71,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.35.59_PM,,,png,image,684,662,1.03323,0.810896,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605328/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.35.59_PM.png,,t,,,,,,,,,VA72,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.37.17_PM,,,png,image,1240,1248,0.99359,2.334004,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605329/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.37.17_PM.png,,t,,,,,,,,,VA73,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.37.30_PM,,,png,image,1352,1334,1.01349,2.996994,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605330/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.37.30_PM.png,,t,,,,,,,,,VA74,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.37.44_PM,,,png,image,1148,1102,1.04174,1.991426,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605331/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.37.44_PM.png,,t,,,,,,,,,VA75,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.36.49_PM,,,png,image,1206,1238,0.97415,2.442773,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605331/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.36.49_PM.png,,t,,,,,,,,,VA76,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.37.37_PM,,,png,image,1270,1320,0.96212,2.698875,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605332/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.37.37_PM.png,,t,,,,,,,,,VA77,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.37.33_PM,,,png,image,1332,1366,0.97511,3.031564,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605333/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.37.33_PM.png,,t,,,,,,,,,VA78,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.37.46_PM,,,png,image,1110,1280,0.86719,2.219521,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605333/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.37.46_PM.png,,t,,,,,,,,,VA79,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.37.22_PM,,,png,image,1156,1246,0.92777,2.315538,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605333/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.37.22_PM.png,,t,,,,,,,,,VA80,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.37.51_PM,,,png,image,1280,1296,0.98765,2.759721,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605335/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.37.51_PM.png,,t,,,,,,,,,VA81,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.38.02_PM,,,png,image,1054,1120,0.94107,1.90401,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605335/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.38.02_PM.png,,a-c,,,,,,,,,VA82,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.38.05_PM,,,png,image,1144,1276,0.89655,2.396349,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605336/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.38.05_PM.png,,p,,,,,,,,,VA83,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.38.08_PM,,,png,image,1156,1210,0.95537,2.23223,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605337/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.38.08_PM.png,,c,,,,,,,,,VA84,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.38.19_PM,,,png,image,1104,1192,0.92617,2.178851,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605337/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.38.19_PM.png,,t,,,,,,,,,VA85,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.38.28_PM,,,png,image,1160,1078,1.07607,2.128681,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605338/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.38.28_PM.png,,p,,,,,,,,,VA86,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.38.41_PM,,,png,image,1186,1170,1.01368,2.261253,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605339/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.38.41_PM.png,,a,,,,,,,,,VA87,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.38.34_PM,,,png,image,1044,1120,0.93214,1.906043,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605339/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.38.34_PM.png,,mb-p,,,,,,,,,VA88,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.39.08_PM,,,png,image,982,1104,0.88949,1.626679,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605340/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.39.08_PM.png,,t,,,,,,,,,VA89,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.37.58_PM,,,png,image,1200,1128,1.06383,2.212674,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605340/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.37.58_PM.png,,t,,,,,,,,,VA90,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.38.56_PM,,,png,image,1050,1044,1.00575,1.726223,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605340/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.38.56_PM.png,,a,,,,,,,,,VA91,x,shashi,,uploaded,
Screen_Shot_2018-10-03_at_2.39.36_PM,,,png,image,976,1014,0.96252,1.570155,https://res.cloudinary.com/mtylerpreston/image/upload/v1538605341/Nearmap%20Images/Screen_Shot_2018-10-03_at_2.39.36_PM.png,,a,,,,,,,,,VA92,x,shashi,,uploaded,
