,image,label
159,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671973/VA2099.jpg,other
160,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671972/VA2098.jpg,asphalt_shingle
161,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671971/VA2097.jpg,other
162,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671971/VA2096.jpg,other
163,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671970/VA2095.jpg,other
164,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671969/VA2094.jpg,asphalt_shingle
165,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671968/VA2093.jpg,asphalt_shingle
166,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671967/VA2092.jpg,other
167,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671967/VA2091.jpg,asphalt_shingle
168,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671966/VA2090.jpg,other
169,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671965/VA2089.jpg,other
170,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671964/VA2088.jpg,asphalt_shingle
171,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671963/VA2087.jpg,other
172,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671961/VA2086.jpg,metal
173,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671959/VA2085.jpg,other
174,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671959/VA2084.jpg,metal
175,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671958/VA2083.jpg,other
176,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671957/VA2082.jpg,other
177,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671956/VA2081.jpg,asphalt_shingle
178,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671955/VA2080.jpg,asphalt_shingle
179,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671954/VA2079.jpg,other
180,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671953/VA2078.jpg,metal
181,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671953/VA2077.jpg,metal
182,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671951/VA2076.jpg,other
183,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671950/VA2075.jpg,metal
184,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671949/VA2074.jpg,metal
185,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671948/VA2073.jpg,metal
186,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671947/VA2072.jpg,asphalt_shingle
187,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671944/VA2071.jpg,other
188,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671943/VA2070.jpg,other
189,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671943/VA2069.jpg,other
190,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671942/VA2068.jpg,other
191,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671938/VA2067.jpg,other
192,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671937/VA2066.jpg,asphalt_shingle
193,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671936/VA2065.jpg,other
194,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671935/VA2064.jpg,other
195,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671935/VA2063.jpg,other
196,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671934/VA2062.jpg,clay_tile
197,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671933/VA2061.jpg,other
198,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671932/VA2060.jpg,other
199,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671931/VA2059.jpg,asphalt_shingle
200,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671929/VA2058.jpg,other
201,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671928/VA2057.jpg,clay_tile
202,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671928/VA2056.jpg,asphalt_shingle
203,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671927/VA2055.jpg,other
204,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671926/VA2054.jpg,asphalt_shingle
205,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671925/VA2053.jpg,clay_tile
206,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671924/VA2052.jpg,asphalt_shingle
207,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671923/VA2051.jpg,other
208,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671923/VA2050.jpg,asphalt_shingle
209,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671922/VA2049.jpg,clay_tile
210,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671920/VA2048.jpg,other
211,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671919/VA2047.jpg,asphalt_shingle
212,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671918/VA2046.jpg,asphalt_shingle
213,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671917/VA2045.jpg,asphalt_shingle
214,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671916/VA2044.jpg,other
215,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671914/VA2043.jpg,asphalt_shingle
216,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671913/VA2042.jpg,asphalt_shingle
217,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671912/VA2041.jpg,asphalt_shingle
218,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671911/VA2040.jpg,asphalt_shingle
219,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671911/VA2039.jpg,asphalt_shingle
220,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671910/VA2038.jpg,other
221,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671909/VA2037.jpg,asphalt_shingle
223,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671908/VA2035.jpg,asphalt_shingle
224,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671905/VA2034.jpg,asphalt_shingle
225,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671905/VA2033.jpg,other
226,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671904/VA2032.jpg,clay_tile
227,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671903/VA2031.jpg,clay_tile
228,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671902/VA2030.jpg,clay_tile
229,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671901/VA2029.jpg,asphalt_shingle
230,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671900/VA2028.jpg,metal
231,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671899/VA2027.jpg,other
232,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671898/VA2026.jpg,metal
233,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671897/VA2025.jpg,asphalt_shingle
234,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671897/VA2024.jpg,metal
235,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671896/VA2023.jpg,other
236,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671895/VA2022.jpg,other
237,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671894/VA2021.jpg,asphalt_shingle
238,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671893/VA2020.jpg,other
239,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671893/VA2019.jpg,other
240,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671892/VA2018.jpg,clay_tile
241,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671891/VA2017.jpg,other
242,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671890/VA2016.jpg,other
243,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671889/VA2015.jpg,other
244,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671889/VA2014.jpg,asphalt_shingle
245,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671888/VA2013.jpg,other
246,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671887/VA2012.jpg,other
247,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671886/VA2011.jpg,asphalt_shingle
248,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671885/VA2010.jpg,other
249,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671884/VA2009.jpg,other
250,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671883/VA2008.jpg,asphalt_shingle
251,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671883/VA2007.jpg,asphalt_shingle
252,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671882/VA2006.jpg,other
253,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671881/VA2005.jpg,asphalt_shingle
254,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671880/VA2004.jpg,clay_tile
255,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671880/VA2003.jpg,other
256,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671879/VA2002.jpg,asphalt_shingle
257,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671878/VA2001.jpg,other
258,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671877/VA2000.jpg,other
259,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671876/VA1999.jpg,other
260,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671875/VA1998.jpg,other
261,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671875/VA1997.jpg,metal
262,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671874/VA1996.jpg,other
263,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671873/VA1995.jpg,other
265,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671872/VA1993.jpg,other
266,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671871/VA1992.jpg,other
267,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671870/VA1991.jpg,other
268,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671870/VA1990.jpg,other
269,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671868/VA1989.jpg,other
270,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671867/VA1988.jpg,other
271,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671865/VA1987.jpg,other
272,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671861/VA1986.jpg,other
273,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671860/VA1985.jpg,other
274,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671859/VA1984.jpg,other
275,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671859/VA1983.jpg,other
276,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671858/VA1982.jpg,asphalt_shingle
277,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671857/VA1981.jpg,asphalt_shingle
278,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671856/VA1980.jpg,asphalt_shingle
279,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671855/VA1979.jpg,other
280,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671854/VA1978.jpg,other
281,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671853/VA1977.jpg,asphalt_shingle
282,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671853/VA1976.jpg,other
283,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671852/VA1975.jpg,asphalt_shingle
284,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671851/VA1974.jpg,other
285,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671850/VA1973.jpg,asphalt_shingle
286,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671849/VA1972.jpg,asphalt_shingle
287,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671849/VA1971.jpg,other
288,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671848/VA1970.jpg,asphalt_shingle
289,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671847/VA1969.jpg,asphalt_shingle
290,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671846/VA1968.jpg,asphalt_shingle
291,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671846/VA1967.jpg,other
292,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671845/VA1966.jpg,asphalt_shingle
293,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671844/VA1965.jpg,other
294,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671843/VA1964.jpg,asphalt_shingle
295,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671843/VA1963.jpg,other
296,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671842/VA1962.jpg,other
297,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671841/VA1961.jpg,other
298,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671839/VA1960.jpg,asphalt_shingle
299,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671838/VA1959.jpg,other
300,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671837/VA1958.jpg,other
301,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671836/VA1957.jpg,other
302,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671835/VA1956.jpg,other
303,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671834/VA1955.jpg,other
304,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671834/VA1954.jpg,other
305,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671833/VA1953.jpg,other
306,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671832/VA1952.jpg,other
307,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671831/VA1951.jpg,other
308,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671830/VA1950.jpg,other
309,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671830/VA1949.jpg,other
310,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671829/VA1948.jpg,other
311,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671828/VA1947.jpg,other
312,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671827/VA1946.jpg,other
313,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671826/VA1945.jpg,other
314,https://res.cloudinary.com/mtylerpreston/image/upload/v1547671826/VA1944.jpg,other
